Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/01 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-24.26;-23.72)=,25,25,25,25,25
(-24.26;-11.27)=,314,217,217,217,25
(-24.26;1.17)=,25,216,218,218,787
(-24.26;13.62)=,25,179,209,216,178
(-24.26;26.06)=,25,25,25,25,25
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/23 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,61,61,61,61,61
(-24.26;-11.27)=,741,522,521,522,61
(-24.26;1.17)=,61,521,526,524,1892
(-24.26;13.62)=,61,433,504,519,425
(-24.26;26.06)=,61,61,61,61,61
 11/23 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,275,275,275,275,275
(-24.26;-11.27)=,3221,2326,2324,2324,275
(-24.26;1.17)=,275,2322,2345,2337,8090
(-24.26;13.62)=,275,1948,2251,2317,1947
(-24.26;26.06)=,275,275,275,275,275
 11/23 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,553,553,553,553,553
(-24.26;-11.27)=,6317,4644,4639,4632,553
(-24.26;1.17)=,553,4639,4684,4667,14990
(-24.26;13.62)=,553,3925,4502,4629,4151
(-24.26;26.06)=,553,553,553,553,553
 11/23 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,730,730,730,730,730
(-24.26;-11.27)=,8289,6112,6106,6091,730
(-24.26;1.17)=,730,6111,6169,6147,18797
(-24.26;13.62)=,730,5188,5934,6097,5758
(-24.26;26.06)=,730,730,730,730,730
 11/23 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,724,724,724,724,724
(-24.26;-11.27)=,8338,6077,6074,6059,724
(-24.26;1.17)=,724,6077,6135,6114,18612
(-24.26;13.62)=,724,5142,5897,6062,5815
(-24.26;26.06)=,724,724,724,724,724
 11/23 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,539,539,539,539,539
(-24.26;-11.27)=,6382,4557,4557,4551,539
(-24.26;1.17)=,539,4552,4597,4582,14556
(-24.26;13.62)=,539,3818,4411,4539,4224
(-24.26;26.06)=,539,539,539,539,539
 11/23 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,252,252,252,252,252
(-24.26;-11.27)=,3076,2146,2147,2147,252
(-24.26;1.17)=,252,2143,2164,2157,7437
(-24.26;13.62)=,252,1779,2073,2136,1847
(-24.26;26.06)=,252,252,252,252,252
 11/23 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,22,22,22,22,22
(-24.26;-11.27)=,276,190,190,191,22
(-24.26;1.17)=,22,190,192,191,697
(-24.26;13.62)=,22,157,184,189,155
(-24.26;26.06)=,22,22,22,22,22
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/24 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,81,81,81,81,81
(-24.26;-11.27)=,772,624,621,615,81
(-24.26;1.17)=,81,625,634,635,1624
(-24.26;13.62)=,81,531,605,620,710
(-24.26;26.06)=,81,81,81,81,81
 11/24 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,504,504,504,504,504
(-24.26;-11.27)=,4305,3580,3553,3498,504
(-24.26;1.17)=,504,3677,3700,3640,7809
(-24.26;13.62)=,504,3199,3570,3682,4255
(-24.26;26.06)=,504,504,504,504,504
 11/24 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1038,1038,1038,1038,1038
(-24.26;-11.27)=,8705,7127,7084,6988,1038
(-24.26;1.17)=,1038,7653,7703,7513,16491
(-24.26;13.62)=,1038,6725,7462,7591,8161
(-24.26;26.06)=,1038,1038,1038,1038,1038
 11/24 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1362,1362,1362,1362,1362
(-24.26;-11.27)=,7946,6695,6572,6350,1362
(-24.26;1.17)=,1362,8978,9079,8656,11396
(-24.26;13.62)=,1362,8137,8769,8760,9781
(-24.26;26.06)=,1362,1362,1362,1362,1362
 11/24 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1331,1331,1331,1331,1331
(-24.26;-11.27)=,9077,6776,6643,6422,1331
(-24.26;1.17)=,1331,9019,9157,8799,11569
(-24.26;13.62)=,1331,8219,8841,8978,8985
(-24.26;26.06)=,1331,1331,1331,1331,1331
 11/24 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,944,944,944,944,944
(-24.26;-11.27)=,7000,6370,5233,5085,944
(-24.26;1.17)=,944,5920,6568,6425,9406
(-24.26;13.62)=,944,6208,6296,6410,6791
(-24.26;26.06)=,944,944,944,944,944
 11/24 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,421,421,421,421,421
(-24.26;-11.27)=,3646,3315,3083,3025,421
(-24.26;1.17)=,421,3071,3259,3238,6115
(-24.26;13.62)=,421,2818,3092,3185,3494
(-24.26;26.06)=,421,421,421,421,421
 11/24 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,37,37,37,37,37
(-24.26;-11.27)=,364,295,297,293,37
(-24.26;1.17)=,37,295,301,300,674
(-24.26;13.62)=,37,246,285,295,306
(-24.26;26.06)=,37,37,37,37,37
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/25 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,84,84,84,84,84
(-24.26;-11.27)=,838,676,677,671,84
(-24.26;1.17)=,84,676,687,685,1714
(-24.26;13.62)=,84,573,655,675,691
(-24.26;26.06)=,84,84,84,84,84
 11/25 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,418,418,418,418,418
(-24.26;-11.27)=,4106,3252,3243,3221,418
(-24.26;1.17)=,418,3291,3316,3281,8495
(-24.26;13.62)=,418,2847,3201,3295,3337
(-24.26;26.06)=,418,418,418,418,418
 11/25 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,884,884,884,884,884
(-24.26;-11.27)=,8000,6396,6371,6309,884
(-24.26;1.17)=,884,6738,6786,6655,15788
(-24.26;13.62)=,884,5888,6568,6696,7001
(-24.26;26.06)=,884,884,884,884,884
 11/25 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1206,1206,1206,1206,1206
(-24.26;-11.27)=,8215,6965,6863,6673,1206
(-24.26;1.17)=,1206,8402,8497,8216,12860
(-24.26;13.62)=,1206,7525,8193,8253,9253
(-24.26;26.06)=,1206,1206,1206,1206,1206
 11/25 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1189,1189,1189,1189,1189
(-24.26;-11.27)=,9071,7075,6970,6787,1189
(-24.26;1.17)=,1189,8481,8601,8363,13162
(-24.26;13.62)=,1189,7606,8287,8444,8893
(-24.26;26.06)=,1189,1189,1189,1189,1189
 11/25 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,824,824,824,824,824
(-24.26;-11.27)=,7003,5985,5412,5301,824
(-24.26;1.17)=,824,5790,6149,6062,10893
(-24.26;13.62)=,824,5531,5892,6023,6554
(-24.26;26.06)=,824,824,824,824,824
 11/25 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,361,361,361,361,361
(-24.26;-11.27)=,3925,2981,2908,2887,361
(-24.26;1.17)=,361,2902,2978,2966,7269
(-24.26;13.62)=,361,2513,2846,2930,3082
(-24.26;26.06)=,361,361,361,361,361
 11/25 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,31,31,31,31,31
(-24.26;-11.27)=,371,262,262,262,31
(-24.26;1.17)=,31,262,264,264,751
(-24.26;13.62)=,31,218,253,261,256
(-24.26;26.06)=,31,31,31,31,31
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/26 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,84,84,84,84,84
(-24.26;-11.27)=,860,670,668,664,84
(-24.26;1.17)=,84,670,678,678,1756
(-24.26;13.62)=,84,568,648,666,717
(-24.26;26.06)=,84,84,84,84,84
 11/26 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,448,448,448,448,448
(-24.26;-11.27)=,4143,3363,3347,3311,448
(-24.26;1.17)=,448,3419,3445,3405,8143
(-24.26;13.62)=,448,2963,3322,3420,3680
(-24.26;26.06)=,448,448,448,448,448
 11/26 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,889,889,889,889,889
(-24.26;-11.27)=,8304,6605,6584,6529,889
(-24.26;1.17)=,889,6877,6927,6811,16296
(-24.26;13.62)=,889,6006,6705,6849,7161
(-24.26;26.06)=,889,889,889,889,889
 11/26 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,992,992,992,992,992
(-24.26;-11.27)=,8331,6794,6743,6634,992
(-24.26;1.17)=,992,7448,7527,7383,14589
(-24.26;13.62)=,992,6569,7258,7366,8134
(-24.26;26.06)=,992,992,992,992,992
 11/26 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,702,702,702,702,702
(-24.26;-11.27)=,7814,5730,5726,5705,702
(-24.26;1.17)=,702,5815,5871,5839,16592
(-24.26;13.62)=,702,4959,5650,5801,5738
(-24.26;26.06)=,702,702,702,702,702
 11/26 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,493,493,493,493,493
(-24.26;-11.27)=,5852,4174,4175,4169,493
(-24.26;1.17)=,493,4170,4210,4197,13415
(-24.26;13.62)=,493,3496,4040,4158,3851
(-24.26;26.06)=,493,493,493,493,493
 11/26 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,229,229,229,229,229
(-24.26;-11.27)=,2796,1951,1951,1951,229
(-24.26;1.17)=,229,1948,1967,1961,6759
(-24.26;13.62)=,229,1617,1884,1942,1679
(-24.26;26.06)=,229,229,229,229,229
 11/26 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,20,20,20,20,20
(-24.26;-11.27)=,253,175,175,175,20
(-24.26;1.17)=,20,175,176,176,635
(-24.26;13.62)=,20,144,169,174,144
(-24.26;26.06)=,20,20,20,20,20
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/27 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,28,28,28,28,28
(-24.26;-11.27)=,351,243,243,243,28
(-24.26;1.17)=,28,242,245,244,898
(-24.26;13.62)=,28,200,234,241,196
(-24.26;26.06)=,28,28,28,28,28
 11/27 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,111,111,111,111,111
(-24.26;-11.27)=,1369,951,950,952,111
(-24.26;1.17)=,111,949,957,954,3633
(-24.26;13.62)=,111,785,918,946,741
(-24.26;26.06)=,111,111,111,111,111
 11/27 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,245,245,245,245,245
(-24.26;-11.27)=,2984,2093,2092,2094,245
(-24.26;1.17)=,245,2089,2109,2102,7740
(-24.26;13.62)=,245,1738,2023,2084,1687
(-24.26;26.06)=,245,245,245,245,245
 11/27 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,338,338,338,338,338
(-24.26;-11.27)=,4087,2878,2876,2878,338
(-24.26;1.17)=,338,2873,2900,2891,10393
(-24.26;13.62)=,338,2395,2783,2866,2387
(-24.26;26.06)=,338,338,338,338,338
 11/27 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,340,340,340,340,340
(-24.26;-11.27)=,4137,2903,2901,2903,340
(-24.26;1.17)=,340,2898,2925,2916,10451
(-24.26;13.62)=,340,2413,2806,2890,2428
(-24.26;26.06)=,340,340,340,340,340
 11/27 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,248,248,248,248,248
(-24.26;-11.27)=,3058,2126,2125,2127,248
(-24.26;1.17)=,248,2122,2142,2135,7816
(-24.26;13.62)=,248,1760,2053,2116,1741
(-24.26;26.06)=,248,248,248,248,248
 11/27 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,115,115,115,115,115
(-24.26;-11.27)=,1430,985,985,986,115
(-24.26;1.17)=,115,983,992,989,3743
(-24.26;13.62)=,115,812,951,980,778
(-24.26;26.06)=,115,115,115,115,115
 11/27 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,7,7,7,7,7
(-24.26;-11.27)=,86,59,59,59,7
(-24.26;1.17)=,7,59,59,59,226
(-24.26;13.62)=,7,48,57,58,46
(-24.26;26.06)=,7,7,7,7,7
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/28 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,32,32,32,32,32
(-24.26;-11.27)=,367,266,266,266,32
(-24.26;1.17)=,32,266,268,267,925
(-24.26;13.62)=,32,223,257,265,221
(-24.26;26.06)=,32,32,32,32,32
 11/28 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,363,363,363,363,363
(-24.26;-11.27)=,3647,2837,2828,2809,363
(-24.26;1.17)=,363,2869,2891,2860,7862
(-24.26;13.62)=,363,2468,2788,2872,2797
(-24.26;26.06)=,363,363,363,363,363
 11/28 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,853,853,853,853,853
(-24.26;-11.27)=,6272,5412,5353,5231,853
(-24.26;1.17)=,853,5957,5991,5800,10934
(-24.26;13.62)=,853,5267,5802,5891,6643
(-24.26;26.06)=,853,853,853,853,853
 11/28 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1151,1151,1151,1151,1151
(-24.26;-11.27)=,7183,6224,6113,5912,1151
(-24.26;1.17)=,1151,7795,7886,7584,10656
(-24.26;13.62)=,1151,7021,7602,7632,8621
(-24.26;26.06)=,1151,1151,1151,1151,1151
 11/28 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1141,1141,1141,1141,1141
(-24.26;-11.27)=,8111,6314,6199,6005,1141
(-24.26;1.17)=,1141,7920,8039,7773,10966
(-24.26;13.62)=,1141,7160,7748,7883,8189
(-24.26;26.06)=,1141,1141,1141,1141,1141
 11/28 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,854,854,854,854,854
(-24.26;-11.27)=,7119,6206,5579,5458,854
(-24.26;1.17)=,854,5954,6344,6255,10963
(-24.26;13.62)=,854,5720,6074,6211,6808
(-24.26;26.06)=,854,854,854,854,854
 11/28 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,368,368,368,368,368
(-24.26;-11.27)=,3135,2881,2720,2666,368
(-24.26;1.17)=,368,2708,2856,2838,5257
(-24.26;13.62)=,368,2448,2707,2790,3078
(-24.26;26.06)=,368,368,368,368,368
 11/28 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,20,20,20,20,20
(-24.26;-11.27)=,184,159,161,158,20
(-24.26;1.17)=,20,159,163,163,331
(-24.26;13.62)=,20,133,154,160,168
(-24.26;26.06)=,20,20,20,20,20
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/29 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,42,42,42,42,42
(-24.26;-11.27)=,433,342,343,341,42
(-24.26;1.17)=,42,342,348,347,955
(-24.26;13.62)=,42,287,331,342,322
(-24.26;26.06)=,42,42,42,42,42
 11/29 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,313,313,313,313,313
(-24.26;-11.27)=,3499,2591,2588,2584,313
(-24.26;1.17)=,313,2595,2619,2604,8366
(-24.26;13.62)=,313,2200,2519,2593,2289
(-24.26;26.06)=,313,313,313,313,313
 11/29 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,725,725,725,725,725
(-24.26;-11.27)=,6979,5481,5464,5422,725
(-24.26;1.17)=,725,5676,5722,5641,14374
(-24.26;13.62)=,725,4926,5528,5647,5739
(-24.26;26.06)=,725,725,725,725,725
 11/29 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,979,979,979,979,979
(-24.26;-11.27)=,7649,6378,6311,6178,979
(-24.26;1.17)=,979,7167,7247,7081,12853
(-24.26;13.62)=,979,6353,6983,7077,7887
(-24.26;26.06)=,979,979,979,979,979
 11/29 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,974,974,974,974,974
(-24.26;-11.27)=,8495,6656,6596,6476,974
(-24.26;1.17)=,974,7349,7442,7311,13759
(-24.26;13.62)=,974,6488,7165,7322,7934
(-24.26;26.06)=,974,974,974,974,974
 11/29 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,689,689,689,689,689
(-24.26;-11.27)=,6277,5213,4871,4790,689
(-24.26;1.17)=,689,5083,5316,5260,10315
(-24.26;13.62)=,689,4689,5094,5217,5731
(-24.26;26.06)=,689,689,689,689,689
 11/29 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,313,313,313,313,313
(-24.26;-11.27)=,3303,2566,2510,2487,313
(-24.26;1.17)=,313,2504,2570,2560,6065
(-24.26;13.62)=,313,2164,2453,2526,2677
(-24.26;26.06)=,313,313,313,313,313
 11/29 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,17,17,17,17,17
(-24.26;-11.27)=,190,139,140,139,17
(-24.26;1.17)=,17,139,141,141,365
(-24.26;13.62)=,17,116,135,139,141
(-24.26;26.06)=,17,17,17,17,17
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 11/30 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,40,40,40,40,40
(-24.26;-11.27)=,455,337,337,336,40
(-24.26;1.17)=,40,336,340,339,1019
(-24.26;13.62)=,40,283,326,336,310
(-24.26;26.06)=,40,40,40,40,40
 11/30 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,348,348,348,348,348
(-24.26;-11.27)=,3799,2849,2846,2840,348
(-24.26;1.17)=,348,2861,2885,2865,8827
(-24.26;13.62)=,348,2438,2779,2861,2590
(-24.26;26.06)=,348,348,348,348,348
 11/30 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,822,822,822,822,822
(-24.26;-11.27)=,7108,5819,5786,5712,822
(-24.26;1.17)=,822,6167,6214,6087,13667
(-24.26;13.62)=,822,5405,6010,6118,6511
(-24.26;26.06)=,822,822,822,822,822
 11/30 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1141,1141,1141,1141,1141
(-24.26;-11.27)=,6875,5946,5834,5633,1141
(-24.26;1.17)=,1141,7633,7722,7403,9943
(-24.26;13.62)=,1141,6893,7446,7465,8416
(-24.26;26.06)=,1141,1141,1141,1141,1141
 11/30 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1109,1109,1109,1109,1109
(-24.26;-11.27)=,7737,6053,5937,5743,1109
(-24.26;1.17)=,1109,7649,7765,7501,10280
(-24.26;13.62)=,1109,6926,7483,7612,7906
(-24.26;26.06)=,1109,1109,1109,1109,1109
 11/30 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,784,784,784,784,784
(-24.26;-11.27)=,6243,5582,4948,4826,784
(-24.26;1.17)=,784,5344,5732,5641,9284
(-24.26;13.62)=,784,5210,5485,5605,6145
(-24.26;26.06)=,784,784,784,784,784
 11/30 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,351,351,351,351,351
(-24.26;-11.27)=,3222,2792,2682,2639,351
(-24.26;1.17)=,351,2673,2785,2770,5608
(-24.26;13.62)=,351,2366,2645,2727,2973
(-24.26;26.06)=,351,351,351,351,351
 11/30 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,18,18,18,18,18
(-24.26;-11.27)=,180,146,147,146,18
(-24.26;1.17)=,18,146,149,149,333
(-24.26;13.62)=,18,122,142,146,152
(-24.26;26.06)=,18,18,18,18,18
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 12/01 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,31,31,31,31,31
(-24.26;-11.27)=,333,255,256,254,31
(-24.26;1.17)=,31,255,259,258,728
(-24.26;13.62)=,31,213,246,254,239
(-24.26;26.06)=,31,31,31,31,31
 12/01 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,175,175,175,175,175
(-24.26;-11.27)=,2079,1488,1486,1487,175
(-24.26;1.17)=,175,1485,1499,1494,5294
(-24.26;13.62)=,175,1242,1439,1482,1225
(-24.26;26.06)=,175,175,175,175,175
 12/01 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,354,354,354,354,354
(-24.26;-11.27)=,4151,2991,2988,2987,354
(-24.26;1.17)=,354,2986,3015,3005,10257
(-24.26;13.62)=,354,2508,2895,2980,2559
(-24.26;26.06)=,354,354,354,354,354
