Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/01 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-24.26;26.06)=,1407,1407,1407,1407,1407
 03/16 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1455,1455,1455,1455,1455
(-24.26;-11.27)=,16738,12269,12257,12236,1455
(-24.26;1.17)=,1455,12254,12366,12326,38432
(-24.26;13.62)=,1455,10407,11906,12227,12034
(-24.26;26.06)=,1455,1455,1455,1455,1455
 03/16 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1357,1357,1357,1357,1357
(-24.26;-11.27)=,15906,11495,11493,11477,1357
(-24.26;1.17)=,1357,11483,11587,11553,36326
(-24.26;13.62)=,1357,9689,11141,11452,11267
(-24.26;26.06)=,1357,1357,1357,1357,1357
 03/16 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1137,1137,1137,1137,1137
(-24.26;-11.27)=,13643,9680,9687,9679,1137
(-24.26;1.17)=,1137,9670,9760,9733,31433
(-24.26;13.62)=,1137,8075,9362,9640,9036
(-24.26;26.06)=,1137,1137,1137,1137,1137
 03/16 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,817,817,817,817,817
(-24.26;-11.27)=,10028,6985,6993,6994,817
(-24.26;1.17)=,817,6976,7044,7025,23769
(-24.26;13.62)=,817,5761,6739,6952,6086
(-24.26;26.06)=,817,817,817,817,817
 03/16 17:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,457,457,457,457,457
(-24.26;-11.27)=,5704,3924,3927,3931,457
(-24.26;1.17)=,457,3917,3955,3945,14153
(-24.26;13.62)=,457,3212,3779,3903,3203
(-24.26;26.06)=,457,457,457,457,457
 03/16 18:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,141,141,141,141,141
(-24.26;-11.27)=,1779,1218,1218,1220,141
(-24.26;1.17)=,141,1215,1227,1223,4661
(-24.26;13.62)=,141,997,1174,1211,945
(-24.26;26.06)=,141,141,141,141,141
 03/16 19:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,6,6,6,6,6
(-24.26;-11.27)=,78,53,53,53,6
(-24.26;1.17)=,6,53,53,53,205
(-24.26;13.62)=,6,43,51,53,41
(-24.26;26.06)=,6,6,6,6,6
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 03/17 07:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,107,107,107,107,107
(-24.26;-11.27)=,1022,850,851,857,107
(-24.26;1.17)=,107,848,862,861,2457
(-24.26;13.62)=,107,707,817,844,692
(-24.26;26.06)=,107,107,107,107,107
 03/17 08:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,798,798,798,798,798
(-24.26;-11.27)=,6294,5617,5529,6031,798
(-24.26;1.17)=,798,5638,5616,6016,12938
(-24.26;13.62)=,798,4857,5448,5197,5676
(-24.26;26.06)=,798,798,798,798,798
 03/17 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2304,2304,2304,2304,2304
(-24.26;-11.27)=,15493,14827,14243,15374,2304
(-24.26;1.17)=,2304,14894,14857,15465,24948
(-24.26;13.62)=,2304,13464,14556,14386,18612
(-24.26;26.06)=,2304,2304,2304,2304,2304
 03/17 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,3780,3780,3780,3780,3780
(-24.26;-11.27)=,19038,25594,25143,24442,3780
(-24.26;1.17)=,3780,25498,25953,24985,34061
(-24.26;13.62)=,3780,23881,25208,26198,30354
(-24.26;26.06)=,3780,3780,3780,3780,3780
 03/17 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,4437,4437,4437,4437,4437
(-24.26;-11.27)=,27370,32816,32771,31845,4437
(-24.26;1.17)=,4437,32682,33120,32716,47331
(-24.26;13.62)=,4437,30566,32258,32643,35427
(-24.26;26.06)=,4437,4437,4437,4437,4437
 03/17 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,4110,4110,4110,4110,4110
(-24.26;-11.27)=,33578,32089,32006,31475,4110
(-24.26;1.17)=,4110,32030,32338,32239,50752
(-24.26;13.62)=,4110,29577,31510,31963,36604
(-24.26;26.06)=,4110,4110,4110,4110,4110
 03/17 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,3034,3034,3034,3034,3034
(-24.26;-11.27)=,30862,24900,24871,24693,3034
(-24.26;1.17)=,3034,24894,25108,25025,54318
(-24.26;13.62)=,3034,22029,24333,24841,29534
(-24.26;26.06)=,3034,3034,3034,3034,3034
 03/17 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2699,2699,2699,2699,2699
(-24.26;-11.27)=,29186,22461,22467,22343,2699
(-24.26;1.17)=,2699,22464,22660,22593,52330
(-24.26;13.62)=,2699,19490,21879,22399,26581
(-24.26;26.06)=,2699,2699,2699,2699,2699
 03/17 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2230,2230,2230,2230,2230
(-24.26;-11.27)=,25295,18728,18765,18684,2230
(-24.26;1.17)=,2230,18732,18904,18853,46497
(-24.26;13.62)=,2230,15923,18169,18658,20496
(-24.26;26.06)=,2230,2230,2230,2230,2230
 03/17 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1591,1591,1591,1591,1591
(-24.26;-11.27)=,18928,13477,13519,13484,1591
(-24.26;1.17)=,1591,13381,13610,13574,37021
(-24.26;13.62)=,1591,11096,13009,13408,13347
(-24.26;26.06)=,1591,1591,1591,1591,1591
 03/17 17:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,902,902,902,902,902
(-24.26;-11.27)=,11138,7700,7729,7721,902
(-24.26;1.17)=,902,7690,7779,7762,23959
(-24.26;13.62)=,902,6252,7406,7659,6927
(-24.26;26.06)=,902,902,902,902,902
 03/17 18:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,291,291,291,291,291
(-24.26;-11.27)=,3654,2497,2501,2504,291
(-24.26;1.17)=,291,2493,2519,2512,8854
(-24.26;13.62)=,291,2025,2398,2482,2033
(-24.26;26.06)=,291,291,291,291,291
 03/17 19:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,14,14,14,14,14
(-24.26;-11.27)=,175,119,119,119,14
(-24.26;1.17)=,14,119,120,120,434
(-24.26;13.62)=,14,96,114,118,94
(-24.26;26.06)=,14,14,14,14,14
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 03/18 07:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,124,124,124,124,124
(-24.26;-11.27)=,1203,990,991,998,124
(-24.26;1.17)=,124,988,1003,1003,2862
(-24.26;13.62)=,124,821,951,983,809
(-24.26;26.06)=,124,124,124,124,124
 03/18 08:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,858,858,858,858,858
(-24.26;-11.27)=,6621,5942,5836,6443,858
(-24.26;1.17)=,858,5969,5929,6414,13370
(-24.26;13.62)=,858,5155,5768,5438,6109
(-24.26;26.06)=,858,858,858,858,858
 03/18 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2453,2453,2453,2453,2453
(-24.26;-11.27)=,16126,15538,14873,16183,2453
(-24.26;1.17)=,2453,15616,15550,16255,25343
(-24.26;13.62)=,2453,14169,15270,15031,19772
(-24.26;26.06)=,2453,2453,2453,2453,2453
 03/18 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,4090,4090,4090,4090,4090
(-24.26;-11.27)=,18365,27234,26732,25899,4090
(-24.26;1.17)=,4090,27104,27610,26422,33882
(-24.26;13.62)=,4090,25606,26854,27943,32390
(-24.26;26.06)=,4090,4090,4090,4090,4090
 03/18 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,5278,5278,5278,5278,5278
(-24.26;-11.27)=,24512,37538,37558,36129,5278
(-24.26;1.17)=,5278,37273,37827,37206,42387
(-24.26;13.62)=,5278,35902,37006,37244,39851
(-24.26;26.06)=,5278,5278,5278,5278,5278
 03/18 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,5832,5832,5832,5832,5832
(-24.26;-11.27)=,37565,43561,43481,42328,5832
(-24.26;1.17)=,5832,43336,43749,43695,45835
(-24.26;13.62)=,5832,41983,42920,43177,45352
(-24.26;26.06)=,5832,5832,5832,5832,5832
 03/18 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,5784,5784,5784,5784,5784
(-24.26;-11.27)=,42354,44834,44729,43818,5784
(-24.26;1.17)=,5784,44659,44975,44885,43349
(-24.26;13.62)=,5784,43674,44114,44379,46623
(-24.26;26.06)=,5784,5784,5784,5784,5784
 03/18 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,5227,5227,5227,5227,5227
(-24.26;-11.27)=,41362,41596,41553,40851,5227
(-24.26;1.17)=,5227,41477,41739,41577,34322
(-24.26;13.62)=,5227,40554,40977,41068,38345
(-24.26;26.06)=,5227,5227,5227,5227,5227
 03/18 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,4186,4186,4186,4186,4186
(-24.26;-11.27)=,35410,33721,33775,33332,4186
(-24.26;1.17)=,4186,33699,33919,33660,33377
(-24.26;13.62)=,4186,32206,33289,33167,21823
(-24.26;26.06)=,4186,4186,4186,4186,4186
 03/18 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2810,2810,2810,2810,2810
(-24.26;-11.27)=,25692,22390,22565,22433,2810
(-24.26;1.17)=,2810,17177,22724,22365,28338
(-24.26;13.62)=,2810,15421,22128,21956,17550
(-24.26;26.06)=,2810,2810,2810,2810,2810
 03/18 17:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1434,1434,1434,1434,1434
(-24.26;-11.27)=,15133,10233,11444,11401,1434
(-24.26;1.17)=,1434,10668,11579,11465,18842
(-24.26;13.62)=,1434,6774,12139,11243,10991
(-24.26;26.06)=,1434,1434,1434,1434,1434
 03/18 18:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,498,498,498,498,498
(-24.26;-11.27)=,6024,3996,4189,4177,498
(-24.26;1.17)=,498,4304,4223,4213,10671
(-24.26;13.62)=,498,3131,4086,4126,3730
(-24.26;26.06)=,498,498,498,498,498
 03/18 19:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,26,26,26,26,26
(-24.26;-11.27)=,330,223,225,225,26
(-24.26;1.17)=,26,223,226,226,667
(-24.26;13.62)=,26,174,212,221,192
(-24.26;26.06)=,26,26,26,26,26
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 03/19 07:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,144,144,144,144,144
(-24.26;-11.27)=,1515,1193,1195,1197,144
(-24.26;1.17)=,144,1190,1206,1203,3734
(-24.26;13.62)=,144,979,1143,1186,950
(-24.26;26.06)=,144,144,144,144,144
 03/19 08:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,822,822,822,822,822
(-24.26;-11.27)=,7232,6209,6148,6478,822
(-24.26;1.17)=,822,6213,6222,6477,16794
(-24.26;13.62)=,822,5297,6003,5919,5610
(-24.26;26.06)=,822,822,822,822,822
 03/19 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1765,1765,1765,1765,1765
(-24.26;-11.27)=,14607,12945,12715,13245,1765
(-24.26;1.17)=,1765,12957,12992,13299,30128
(-24.26;13.62)=,1765,11356,12605,12642,13000
(-24.26;26.06)=,1765,1765,1765,1765,1765
 03/19 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2279,2279,2279,2279,2279
(-24.26;-11.27)=,19576,17892,17822,17645,2279
(-24.26;1.17)=,2279,17850,18065,17842,41970
(-24.26;13.62)=,2279,15772,17446,17947,17288
(-24.26;26.06)=,2279,2279,2279,2279,2279
 03/19 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,3993,3993,3993,3993,3993
(-24.26;-11.27)=,27807,30201,30158,29466,3993
(-24.26;1.17)=,3993,30100,30470,30195,48461
(-24.26;13.62)=,3993,27855,29651,30072,32189
(-24.26;26.06)=,3993,3993,3993,3993,3993
 03/19 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,5405,5405,5405,5405,5405
(-24.26;-11.27)=,38066,41014,40866,39908,5405
(-24.26;1.17)=,5405,40875,41278,41177,50300
(-24.26;13.62)=,5405,38819,40352,40738,45466
(-24.26;26.06)=,5405,5405,5405,5405,5405
 03/19 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,5874,5874,5874,5874,5874
(-24.26;-11.27)=,42889,45516,45350,44403,5874
(-24.26;1.17)=,5874,45361,45707,45594,45410
(-24.26;13.62)=,5874,44046,44775,45092,50714
(-24.26;26.06)=,5874,5874,5874,5874,5874
 03/19 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,5327,5327,5327,5327,5327
(-24.26;-11.27)=,42073,42380,42331,41610,5327
(-24.26;1.17)=,5327,42260,42530,42365,35176
(-24.26;13.62)=,5327,41281,41748,41848,39607
(-24.26;26.06)=,5327,5327,5327,5327,5327
 03/19 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,4259,4259,4259,4259,4259
(-24.26;-11.27)=,36012,34311,34366,33915,4259
(-24.26;1.17)=,4259,34289,34514,34252,33985
(-24.26;13.62)=,4259,32765,33872,33750,22303
(-24.26;26.06)=,4259,4259,4259,4259,4259
 03/19 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2872,2872,2872,2872,2872
(-24.26;-11.27)=,26252,22880,23059,22924,2872
(-24.26;1.17)=,2872,17549,23222,22856,28960
(-24.26;13.62)=,2872,15753,22613,22438,17967
(-24.26;26.06)=,2872,2872,2872,2872,2872
 03/19 17:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1483,1483,1483,1483,1483
(-24.26;-11.27)=,15672,10563,11834,11790,1483
(-24.26;1.17)=,1483,11043,11975,11856,19449
(-24.26;13.62)=,1483,6978,12580,11627,11362
(-24.26;26.06)=,1483,1483,1483,1483,1483
 03/19 18:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,524,524,524,524,524
(-24.26;-11.27)=,6327,4187,4401,4388,524
(-24.26;1.17)=,524,4532,4438,4427,11131
(-24.26;13.62)=,524,3279,4301,4335,3916
(-24.26;26.06)=,524,524,524,524,524
 03/19 19:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,29,29,29,29,29
(-24.26;-11.27)=,360,242,245,245,29
(-24.26;1.17)=,29,243,246,246,724
(-24.26;13.62)=,29,189,230,241,209
(-24.26;26.06)=,29,29,29,29,29
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 03/20 07:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,179,179,179,179,179
(-24.26;-11.27)=,2008,1502,1504,1506,179
(-24.26;1.17)=,179,1499,1517,1512,5130
(-24.26;13.62)=,179,1231,1442,1495,1175
(-24.26;26.06)=,179,179,179,179,179
 03/20 08:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,970,970,970,970,970
(-24.26;-11.27)=,8711,7308,7221,7676,970
(-24.26;1.17)=,970,7316,7305,7660,20561
(-24.26;13.62)=,970,6235,7071,6911,6633
(-24.26;26.06)=,970,970,970,970,970
 03/20 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2499,2499,2499,2499,2499
(-24.26;-11.27)=,17241,16299,15688,16940,2499
(-24.26;1.17)=,2499,16369,16315,17008,29065
(-24.26;13.62)=,2499,14743,15988,15767,19810
(-24.26;26.06)=,2499,2499,2499,2499,2499
 03/20 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,3898,3898,3898,3898,3898
(-24.26;-11.27)=,21488,27079,26690,26015,3898
(-24.26;1.17)=,3898,26981,27435,26541,40301
(-24.26;13.62)=,3898,25040,26623,27583,30985
(-24.26;26.06)=,3898,3898,3898,3898,3898
 03/20 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,5211,5211,5211,5211,5211
(-24.26;-11.27)=,26653,37422,37385,36053,5211
(-24.26;1.17)=,5211,37212,37747,37216,44170
(-24.26;13.62)=,5211,35551,36873,37161,40259
(-24.26;26.06)=,5211,5211,5211,5211,5211
 03/20 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,5976,5976,5976,5976,5976
(-24.26;-11.27)=,38705,44670,44557,43373,5976
(-24.26;1.17)=,5976,44457,44886,44817,47206
(-24.26;13.62)=,5976,42970,44010,44291,47226
(-24.26;26.06)=,5976,5976,5976,5976,5976
 03/20 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,5989,5989,5989,5989,5989
(-24.26;-11.27)=,43817,46416,46301,45355,5989
(-24.26;1.17)=,5989,46236,46566,46471,44981
(-24.26;13.62)=,5989,45189,45670,45948,48609
(-24.26;26.06)=,5989,5989,5989,5989,5989
 03/20 14:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,5335,5335,5335,5335,5335
(-24.26;-11.27)=,41936,42426,42369,41638,5335
(-24.26;1.17)=,5335,42309,42592,42427,35927
(-24.26;13.62)=,5335,41234,41787,41912,40926
(-24.26;26.06)=,5335,5335,5335,5335,5335
 03/20 15:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,4173,4173,4173,4173,4173
(-24.26;-11.27)=,34864,33566,33632,33168,4173
(-24.26;1.17)=,4173,33555,33821,33583,34819
(-24.26;13.62)=,4173,31798,33116,33102,25287
(-24.26;26.06)=,4173,4173,4173,4173,4173
 03/20 16:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2799,2799,2799,2799,2799
(-24.26;-11.27)=,26369,22457,22651,22507,2799
(-24.26;1.17)=,2799,18390,22818,22525,32151
(-24.26;13.62)=,2799,16184,22115,22133,19486
(-24.26;26.06)=,2799,2799,2799,2799,2799
 03/20 17:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1477,1477,1477,1477,1477
(-24.26;-11.27)=,15631,10477,11777,11732,1477
(-24.26;1.17)=,1477,11089,11918,11802,19367
(-24.26;13.62)=,1477,6965,12558,11576,11317
(-24.26;26.06)=,1477,1477,1477,1477,1477
 03/20 18:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,551,551,551,551,551
(-24.26;-11.27)=,6673,4408,4631,4618,551
(-24.26;1.17)=,551,4772,4669,4659,11815
(-24.26;13.62)=,551,3455,4532,4563,4120
(-24.26;26.06)=,551,551,551,551,551
 03/20 19:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,47,47,47,47,47
(-24.26;-11.27)=,590,397,400,400,47
(-24.26;1.17)=,47,398,403,402,1209
(-24.26;13.62)=,47,312,378,394,342
(-24.26;26.06)=,47,47,47,47,47
Date/Time,MAIN ZONE:RUN PERIOD 1:CENTROID ILLUMINANCE MAP at 2.14m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 03/21 07:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,158,158,158,158,158
(-24.26;-11.27)=,1848,1337,1339,1341,158
(-24.26;1.17)=,158,1334,1350,1346,4580
(-24.26;13.62)=,158,1088,1282,1329,1060
(-24.26;26.06)=,158,158,158,158,158
 03/21 08:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,687,687,687,687,687
(-24.26;-11.27)=,7180,5605,5582,5691,687
(-24.26;1.17)=,687,5595,5633,5702,18425
(-24.26;13.62)=,687,4695,5408,5494,4538
(-24.26;26.06)=,687,687,687,687,687
 03/21 09:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,1472,1472,1472,1472,1472
(-24.26;-11.27)=,14855,11846,11773,11906,1472
(-24.26;1.17)=,1472,11829,11926,11964,35558
(-24.26;13.62)=,1472,10087,11475,11752,10235
(-24.26;26.06)=,1472,1472,1472,1472,1472
 03/21 10:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2102,2102,2102,2102,2102
(-24.26;-11.27)=,20397,16963,16908,16816,2102
(-24.26;1.17)=,2102,16929,17117,16970,46190
(-24.26;13.62)=,2102,14686,16494,16989,15565
(-24.26;26.06)=,2102,2102,2102,2102,2102
 03/21 11:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,2674,2674,2674,2674,2674
(-24.26;-11.27)=,26495,21801,21767,21628,2674
(-24.26;1.17)=,2674,21777,21995,21895,54435
(-24.26;13.62)=,2674,19073,21254,21758,21746
(-24.26;26.06)=,2674,2674,2674,2674,2674
 03/21 12:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,3039,3039,3039,3039,3039
(-24.26;-11.27)=,30692,24871,24826,24664,3039
(-24.26;1.17)=,3039,24859,25090,24996,58242
(-24.26;13.62)=,3039,21894,24289,24826,27402
(-24.26;26.06)=,3039,3039,3039,3039,3039
 03/21 13:00,(-24.26;-23.72)=,(-12.06;-23.72)=,(0.15;-23.72)=,(12.35;-23.72)=,(24.56;-23.72)=
(-24.26;-23.72)=,3109,3109,3109,3109,3109
(-24.26;-11.27)=,32270,25627,25597,25436,3109
(-24.26;1.17)=,3109,25625,25850,25762,58421
(-24.26;13.62)=,3109,22510,25022,25573,30472
(-24.26;26.06)=,3109,3109,3109,3109,3109
